Kruskal's Minimum Spanning Tree:
1120 - 2181 (Weight: 1)
1121 - 1197 (Weight: 1)
1121 - 2301 (Weight: 1)
1121 - 2302 (Weight: 1)
1121 - 2304 (Weight: 1)
1121 - 2307 (Weight: 1)
1121 - 2308 (Weight: 1)
1121 - 2312 (Weight: 1)
1137 - 6162 (Weight: 1)
1151 - 2596 (Weight: 1)
1195 - 6152 (Weight: 1)
1196 - 2919 (Weight: 1)
1196 - 3332 (Weight: 1)
1196 - 5283 (Weight: 1)
1196 - 6053 (Weight: 1)
1204 - 2593 (Weight: 1)
1248 - 1335 (Weight: 1)
1260 - 4585 (Weight: 1)
1260 - 5748 (Weight: 1)
1285 - 2770 (Weight: 1)
1295 - 3606 (Weight: 1)
1311 - 2317 (Weight: 1)
1332 - 6145 (Weight: 1)
1337 - 4845 (Weight: 1)
1349 - 3626 (Weight: 1)
1358 - 4401 (Weight: 1)
1372 - 3045 (Weight: 1)
1374 - 4856 (Weight: 1)
1382 - 4591 (Weight: 1)
1383 - 5090 (Weight: 1)
1384 - 6293 (Weight: 1)
1395 - 5040 (Weight: 1)
1397 - 2590 (Weight: 1)
1397 - 4848 (Weight: 1)
1403 - 5603 (Weight: 1)
1403 - 5605 (Weight: 1)
1418 - 2744 (Weight: 1)
1418 - 3618 (Weight: 1)
1418 - 5028 (Weight: 1)
1478 - 3095 (Weight: 1)
1497 - 5634 (Weight: 1)
1500 - 3934 (Weight: 1)
1500 - 3937 (Weight: 1)
1510 - 5961 (Weight: 1)
1510 - 6376 (Weight: 1)
1558 - 3804 (Weight: 1)
1558 - 6261 (Weight: 1)
1558 - 6374 (Weight: 1)
1562 - 6266 (Weight: 1)
1567 - 6207 (Weight: 1)
1568 - 3796 (Weight: 1)
1665 - 3893 (Weight: 1)
1728 - 5227 (Weight: 1)
1729 - 2491 (Weight: 1)
1814 - 5279 (Weight: 1)
2106 - 2732 (Weight: 1)
2109 - 3506 (Weight: 1)
2143 - 3435 (Weight: 1)
2181 - 2280 (Weight: 1)
2181 - 3363 (Weight: 1)
2183 - 4054 (Weight: 1)
2184 - 4119 (Weight: 1)
2187 - 4143 (Weight: 1)
2187 - 5333 (Weight: 1)
2190 - 3389 (Weight: 1)
2193 - 5457 (Weight: 1)
2195 - 3305 (Weight: 1)
2197 - 2929 (Weight: 1)
2198 - 3796 (Weight: 1)
2199 - 5419 (Weight: 1)
2202 - 2246 (Weight: 1)
2202 - 4268 (Weight: 1)
2204 - 5319 (Weight: 1)
2206 - 2941 (Weight: 1)
2218 - 3058 (Weight: 1)
2218 - 3059 (Weight: 1)
2220 - 3940 (Weight: 1)
2248 - 3914 (Weight: 1)
2252 - 3889 (Weight: 1)
2260 - 2977 (Weight: 1)
2268 - 4137 (Weight: 1)
2268 - 4326 (Weight: 1)
2315 - 2414 (Weight: 1)
2320 - 5790 (Weight: 1)
2390 - 3093 (Weight: 1)
2405 - 3079 (Weight: 1)
2407 - 3174 (Weight: 1)
2407 - 3512 (Weight: 1)
2412 - 2419 (Weight: 1)
2412 - 2462 (Weight: 1)
2412 - 3874 (Weight: 1)
2418 - 2443 (Weight: 1)
2422 - 5063 (Weight: 1)
2464 - 3532 (Weight: 1)
2464 - 3535 (Weight: 1)
2464 - 3591 (Weight: 1)
2489 - 3895 (Weight: 1)
2489 - 5192 (Weight: 1)
2491 - 2520 (Weight: 1)
2491 - 2522 (Weight: 1)
2491 - 3841 (Weight: 1)
2491 - 3859 (Weight: 1)
2491 - 3860 (Weight: 1)
2512 - 5109 (Weight: 1)
2573 - 2629 (Weight: 1)
2586 - 6409 (Weight: 1)
2592 - 3642 (Weight: 1)
2593 - 3825 (Weight: 1)
2597 - 6171 (Weight: 1)
2602 - 2689 (Weight: 1)
2608 - 4454 (Weight: 1)
2610 - 4741 (Weight: 1)
2610 - 5181 (Weight: 1)
2610 - 5205 (Weight: 1)
2611 - 4429 (Weight: 1)
2623 - 5818 (Weight: 1)
2635 - 3759 (Weight: 1)
2635 - 3766 (Weight: 1)
2667 - 6406 (Weight: 1)
2671 - 4476 (Weight: 1)
2692 - 3070 (Weight: 1)
2695 - 4189 (Weight: 1)
2695 - 5765 (Weight: 1)
2821 - 4662 (Weight: 1)
2895 - 5971 (Weight: 1)
2915 - 2917 (Weight: 1)
2915 - 2922 (Weight: 1)
2920 - 6229 (Weight: 1)
2961 - 3040 (Weight: 1)
2994 - 4213 (Weight: 1)
2998 - 3025 (Weight: 1)
3000 - 5916 (Weight: 1)
3005 - 4213 (Weight: 1)
3010 - 5868 (Weight: 1)
3010 - 5872 (Weight: 1)
3058 - 3493 (Weight: 1)
3058 - 3780 (Weight: 1)
3058 - 3904 (Weight: 1)
3060 - 4287 (Weight: 1)
3062 - 3481 (Weight: 1)
3062 - 3484 (Weight: 1)
3062 - 3489 (Weight: 1)
3062 - 3497 (Weight: 1)
3063 - 5528 (Weight: 1)
3070 - 6333 (Weight: 1)
3085 - 3175 (Weight: 1)
3150 - 3891 (Weight: 1)
3150 - 4051 (Weight: 1)
3150 - 4074 (Weight: 1)
3161 - 3162 (Weight: 1)
3197 - 5109 (Weight: 1)
3197 - 5238 (Weight: 1)
3208 - 3540 (Weight: 1)
3210 - 5321 (Weight: 1)
3210 - 6273 (Weight: 1)
3220 - 6384 (Weight: 1)
3238 - 4752 (Weight: 1)
3246 - 6219 (Weight: 1)
3246 - 6272 (Weight: 1)
3251 - 6285 (Weight: 1)
3252 - 3928 (Weight: 1)
3254 - 5581 (Weight: 1)
3258 - 4549 (Weight: 1)
3270 - 5389 (Weight: 1)
3290 - 4216 (Weight: 1)
3332 - 3446 (Weight: 1)
3349 - 3350 (Weight: 1)
3359 - 4356 (Weight: 1)
3374 - 5957 (Weight: 1)
3383 - 5524 (Weight: 1)
3401 - 5762 (Weight: 1)
3410 - 3413 (Weight: 1)
3426 - 3428 (Weight: 1)
3427 - 3442 (Weight: 1)
3443 - 4352 (Weight: 1)
3472 - 3473 (Weight: 1)
3475 - 5370 (Weight: 1)
3486 - 3951 (Weight: 1)
3486 - 5493 (Weight: 1)
3486 - 5495 (Weight: 1)
3504 - 3899 (Weight: 1)
3505 - 3806 (Weight: 1)
3505 - 3812 (Weight: 1)
3506 - 5585 (Weight: 1)
3532 - 3572 (Weight: 1)
3532 - 3590 (Weight: 1)
3540 - 3606 (Weight: 1)
3544 - 3629 (Weight: 1)
3545 - 5147 (Weight: 1)
3546 - 3559 (Weight: 1)
3552 - 3832 (Weight: 1)
3552 - 3833 (Weight: 1)
3556 - 3630 (Weight: 1)
3612 - 5159 (Weight: 1)
3646 - 5392 (Weight: 1)
3650 - 6411 (Weight: 1)
3652 - 5267 (Weight: 1)
3774 - 3782 (Weight: 1)
3774 - 3784 (Weight: 1)
3780 - 4090 (Weight: 1)
3780 - 4098 (Weight: 1)
3819 - 4348 (Weight: 1)
3865 - 6070 (Weight: 1)
3886 - 5377 (Weight: 1)
3899 - 4181 (Weight: 1)
3900 - 3902 (Weight: 1)
3900 - 3905 (Weight: 1)
3900 - 3912 (Weight: 1)
3900 - 3914 (Weight: 1)
3901 - 6311 (Weight: 1)
3922 - 5473 (Weight: 1)
3934 - 4110 (Weight: 1)
3945 - 6380 (Weight: 1)
3959 - 3960 (Weight: 1)
3969 - 4124 (Weight: 1)
3971 - 6153 (Weight: 1)
4154 - 4913 (Weight: 1)
4171 - 4175 (Weight: 1)
4179 - 4201 (Weight: 1)
4179 - 4364 (Weight: 1)
4190 - 4199 (Weight: 1)
4216 - 5869 (Weight: 1)
4225 - 6202 (Weight: 1)
4262 - 6372 (Weight: 1)
4296 - 4297 (Weight: 1)
4302 - 5440 (Weight: 1)
4302 - 5444 (Weight: 1)
4305 - 6344 (Weight: 1)
4311 - 6181 (Weight: 1)
4337 - 5500 (Weight: 1)
4338 - 5882 (Weight: 1)
4398 - 4748 (Weight: 1)
4398 - 4749 (Weight: 1)
4403 - 5750 (Weight: 1)
4408 - 4471 (Weight: 1)
4431 - 4432 (Weight: 1)
4442 - 4444 (Weight: 1)
4462 - 5033 (Weight: 1)
4490 - 5043 (Weight: 1)
4549 - 5523 (Weight: 1)
4549 - 5532 (Weight: 1)
4572 - 4793 (Weight: 1)
4576 - 5946 (Weight: 1)
4579 - 6330 (Weight: 1)
4901 - 5658 (Weight: 1)
4901 - 5706 (Weight: 1)
4901 - 5713 (Weight: 1)
4920 - 5850 (Weight: 1)
4987 - 6413 (Weight: 1)
4988 - 6402 (Weight: 1)
4998 - 5023 (Weight: 1)
5000 - 6178 (Weight: 1)
5035 - 5036 (Weight: 1)
5060 - 5216 (Weight: 1)
5109 - 6113 (Weight: 1)
5119 - 5217 (Weight: 1)
5134 - 6119 (Weight: 1)
5143 - 6096 (Weight: 1)
5177 - 5178 (Weight: 1)
5378 - 5857 (Weight: 1)
5462 - 6281 (Weight: 1)
5534 - 6225 (Weight: 1)
5536 - 5537 (Weight: 1)
5845 - 6367 (Weight: 1)
5905 - 6195 (Weight: 1)
5936 - 5937 (Weight: 1)
5937 - 6371 (Weight: 1)
5947 - 6341 (Weight: 1)
5948 - 5949 (Weight: 1)
6183 - 6184 (Weight: 1)
6213 - 6224 (Weight: 1)
6273 - 6310 (Weight: 1)
0 - 66 (Weight: 2)
0 - 77 (Weight: 2)
0 - 79 (Weight: 2)
0 - 80 (Weight: 2)
0 - 92 (Weight: 2)
0 - 96 (Weight: 2)
0 - 107 (Weight: 2)
0 - 132 (Weight: 2)
0 - 158 (Weight: 2)
0 - 161 (Weight: 2)
0 - 193 (Weight: 2)
0 - 239 (Weight: 2)
0 - 267 (Weight: 2)
0 - 285 (Weight: 2)
0 - 295 (Weight: 2)
0 - 299 (Weight: 2)
0 - 312 (Weight: 2)
0 - 357 (Weight: 2)
0 - 358 (Weight: 2)
0 - 374 (Weight: 2)
1 - 23 (Weight: 2)
1 - 48 (Weight: 2)
1 - 74 (Weight: 2)
1 - 102 (Weight: 2)
1 - 106 (Weight: 2)
1 - 108 (Weight: 2)
1 - 118 (Weight: 2)
1 - 124 (Weight: 2)
1 - 324 (Weight: 2)
1 - 347 (Weight: 2)
1 - 350 (Weight: 2)
1 - 423 (Weight: 2)
1 - 484 (Weight: 2)
1 - 523 (Weight: 2)
1 - 554 (Weight: 2)
1 - 599 (Weight: 2)
1 - 608 (Weight: 2)
1 - 762 (Weight: 2)
1 - 784 (Weight: 2)
1 - 940 (Weight: 2)
1 - 1094 (Weight: 2)
1 - 1097 (Weight: 2)
1 - 1098 (Weight: 2)
1 - 1100 (Weight: 2)
1 - 1127 (Weight: 2)
1 - 1147 (Weight: 2)
1 - 1149 (Weight: 2)
1 - 1152 (Weight: 2)
1 - 1157 (Weight: 2)
1 - 1159 (Weight: 2)
1 - 1160 (Weight: 2)
1 - 1163 (Weight: 2)
1 - 1180 (Weight: 2)
1 - 1202 (Weight: 2)
1 - 1222 (Weight: 2)
1 - 1226 (Weight: 2)
1 - 1227 (Weight: 2)
1 - 1232 (Weight: 2)
1 - 1239 (Weight: 2)
1 - 1247 (Weight: 2)
1 - 1262 (Weight: 2)
1 - 1282 (Weight: 2)
1 - 1300 (Weight: 2)
1 - 1301 (Weight: 2)
1 - 1315 (Weight: 2)
1 - 1331 (Weight: 2)
1 - 1351 (Weight: 2)
1 - 1353 (Weight: 2)
1 - 1375 (Weight: 2)
1 - 1393 (Weight: 2)
1 - 1422 (Weight: 2)
1 - 1434 (Weight: 2)
1 - 1439 (Weight: 2)
1 - 1455 (Weight: 2)
1 - 1476 (Weight: 2)
1 - 1478 (Weight: 2)
1 - 1480 (Weight: 2)
1 - 1488 (Weight: 2)
1 - 1524 (Weight: 2)
1 - 1534 (Weight: 2)
1 - 1544 (Weight: 2)
1 - 1554 (Weight: 2)
1 - 1578 (Weight: 2)
1 - 1580 (Weight: 2)
1 - 1615 (Weight: 2)
1 - 1631 (Weight: 2)
1 - 1633 (Weight: 2)
1 - 1638 (Weight: 2)
1 - 1646 (Weight: 2)
1 - 1647 (Weight: 2)
1 - 1650 (Weight: 2)
1 - 1656 (Weight: 2)
1 - 1659 (Weight: 2)
1 - 1661 (Weight: 2)
1 - 1671 (Weight: 2)
1 - 1689 (Weight: 2)
1 - 1694 (Weight: 2)
1 - 1708 (Weight: 2)
1 - 1711 (Weight: 2)
1 - 1714 (Weight: 2)
1 - 1744 (Weight: 2)
1 - 1766 (Weight: 2)
1 - 1775 (Weight: 2)
1 - 1806 (Weight: 2)
1 - 1828 (Weight: 2)
1 - 1835 (Weight: 2)
1 - 1849 (Weight: 2)
1 - 1872 (Weight: 2)
1 - 1906 (Weight: 2)
1 - 1913 (Weight: 2)
1 - 1924 (Weight: 2)
1 - 1937 (Weight: 2)
1 - 1938 (Weight: 2)
1 - 1942 (Weight: 2)
1 - 1953 (Weight: 2)
1 - 1995 (Weight: 2)
1 - 2012 (Weight: 2)
1 - 2015 (Weight: 2)
1 - 2036 (Weight: 2)
1 - 2047 (Weight: 2)
1 - 2050 (Weight: 2)
1 - 2069 (Weight: 2)
1 - 2078 (Weight: 2)
1 - 2134 (Weight: 2)
1 - 2136 (Weight: 2)
1 - 2169 (Weight: 2)
1 - 2177 (Weight: 2)
2 - 85 (Weight: 2)
2 - 93 (Weight: 2)
2 - 1209 (Weight: 2)
2 - 1299 (Weight: 2)
2 - 1555 (Weight: 2)
2 - 1584 (Weight: 2)
2 - 1706 (Weight: 2)
2 - 2109 (Weight: 2)
2 - 2591 (Weight: 2)
2 - 3215 (Weight: 2)
2 - 3664 (Weight: 2)
2 - 3689 (Weight: 2)
2 - 3971 (Weight: 2)
2 - 3974 (Weight: 2)
2 - 3976 (Weight: 2)
2 - 3977 (Weight: 2)
2 - 3986 (Weight: 2)
2 - 3989 (Weight: 2)
2 - 3999 (Weight: 2)
2 - 4007 (Weight: 2)
2 - 4010 (Weight: 2)
2 - 4030 (Weight: 2)
2 - 4033 (Weight: 2)
3 - 31 (Weight: 2)
3 - 209 (Weight: 2)
3 - 547 (Weight: 2)
3 - 904 (Weight: 2)
3 - 913 (Weight: 2)
3 - 3896 (Weight: 2)
4 - 15 (Weight: 2)
4 - 199 (Weight: 2)
4 - 858 (Weight: 2)
4 - 869 (Weight: 2)
4 - 870 (Weight: 2)
4 - 889 (Weight: 2)
5 - 422 (Weight: 2)
5 - 519 (Weight: 2)
5 - 669 (Weight: 2)
5 - 915 (Weight: 2)
5 - 925 (Weight: 2)
6 - 275 (Weight: 2)
6 - 279 (Weight: 2)
6 - 629 (Weight: 2)
6 - 636 (Weight: 2)
6 - 703 (Weight: 2)
6 - 720 (Weight: 2)
6 - 1172 (Weight: 2)
6 - 1287 (Weight: 2)
6 - 1465 (Weight: 2)
6 - 1588 (Weight: 2)
6 - 1632 (Weight: 2)
6 - 1816 (Weight: 2)
6 - 2199 (Weight: 2)
6 - 2580 (Weight: 2)
6 - 2594 (Weight: 2)
6 - 2596 (Weight: 2)
6 - 2622 (Weight: 2)
6 - 2737 (Weight: 2)
6 - 2758 (Weight: 2)
6 - 2776 (Weight: 2)
6 - 2785 (Weight: 2)
6 - 2789 (Weight: 2)
6 - 2793 (Weight: 2)
6 - 2849 (Weight: 2)
6 - 3090 (Weight: 2)
6 - 3269 (Weight: 2)
6 - 3330 (Weight: 2)
6 - 3685 (Weight: 2)
6 - 3953 (Weight: 2)
6 - 4040 (Weight: 2)
6 - 4424 (Weight: 2)
6 - 4524 (Weight: 2)
6 - 4531 (Weight: 2)
6 - 4540 (Weight: 2)
6 - 4570 (Weight: 2)
6 - 4575 (Weight: 2)
6 - 4584 (Weight: 2)
6 - 4585 (Weight: 2)
6 - 4608 (Weight: 2)
6 - 4614 (Weight: 2)
6 - 4640 (Weight: 2)
6 - 4650 (Weight: 2)
6 - 4655 (Weight: 2)
6 - 4694 (Weight: 2)
6 - 4698 (Weight: 2)
6 - 4702 (Weight: 2)
6 - 4707 (Weight: 2)
6 - 4709 (Weight: 2)
6 - 4716 (Weight: 2)
7 - 49 (Weight: 2)
7 - 206 (Weight: 2)
7 - 300 (Weight: 2)
7 - 380 (Weight: 2)
7 - 500 (Weight: 2)
7 - 677 (Weight: 2)
7 - 1078 (Weight: 2)
7 - 1112 (Weight: 2)
7 - 1242 (Weight: 2)
7 - 1487 (Weight: 2)
7 - 1531 (Weight: 2)
7 - 1997 (Weight: 2)
7 - 2571 (Weight: 2)
7 - 2578 (Weight: 2)
7 - 2614 (Weight: 2)
7 - 3146 (Weight: 2)
7 - 3450 (Weight: 2)
7 - 3966 (Weight: 2)
7 - 4492 (Weight: 2)
7 - 4589 (Weight: 2)
7 - 4620 (Weight: 2)
7 - 4680 (Weight: 2)
7 - 5060 (Weight: 2)
7 - 5549 (Weight: 2)
7 - 5647 (Weight: 2)
7 - 5689 (Weight: 2)
7 - 5752 (Weight: 2)
7 - 5991 (Weight: 2)
7 - 5992 (Weight: 2)
7 - 6013 (Weight: 2)
7 - 6018 (Weight: 2)
7 - 6021 (Weight: 2)
7 - 6024 (Weight: 2)
8 - 561 (Weight: 2)
8 - 3553 (Weight: 2)
8 - 3569 (Weight: 2)
9 - 25 (Weight: 2)
9 - 51 (Weight: 2)
9 - 57 (Weight: 2)
9 - 119 (Weight: 2)
9 - 182 (Weight: 2)
9 - 240 (Weight: 2)
9 - 251 (Weight: 2)
9 - 368 (Weight: 2)
9 - 1073 (Weight: 2)
9 - 1102 (Weight: 2)
9 - 1214 (Weight: 2)
9 - 1216 (Weight: 2)
9 - 1269 (Weight: 2)
9 - 1318 (Weight: 2)
9 - 1441 (Weight: 2)
9 - 1527 (Weight: 2)
9 - 1582 (Weight: 2)
9 - 1715 (Weight: 2)
9 - 1768 (Weight: 2)
9 - 1786 (Weight: 2)
9 - 1818 (Weight: 2)
9 - 1820 (Weight: 2)
9 - 1841 (Weight: 2)
9 - 1843 (Weight: 2)
9 - 1931 (Weight: 2)
9 - 1943 (Weight: 2)
9 - 1981 (Weight: 2)
9 - 2180 (Weight: 2)
9 - 2570 (Weight: 2)
9 - 2584 (Weight: 2)
9 - 2586 (Weight: 2)
9 - 2588 (Weight: 2)
9 - 2618 (Weight: 2)
9 - 2624 (Weight: 2)
9 - 2632 (Weight: 2)
9 - 2642 (Weight: 2)
9 - 2644 (Weight: 2)
9 - 2669 (Weight: 2)
9 - 2678 (Weight: 2)
9 - 2686 (Weight: 2)
9 - 2689 (Weight: 2)
9 - 2699 (Weight: 2)
9 - 2723 (Weight: 2)
9 - 2731 (Weight: 2)
9 - 2734 (Weight: 2)
9 - 2741 (Weight: 2)
9 - 2767 (Weight: 2)
9 - 2771 (Weight: 2)
9 - 2790 (Weight: 2)
9 - 2817 (Weight: 2)
9 - 2839 (Weight: 2)
9 - 2842 (Weight: 2)
9 - 2843 (Weight: 2)
9 - 2845 (Weight: 2)
9 - 2870 (Weight: 2)
9 - 2880 (Weight: 2)
9 - 2891 (Weight: 2)
9 - 2900 (Weight: 2)
9 - 2906 (Weight: 2)
9 - 2907 (Weight: 2)
9 - 2910 (Weight: 2)
10 - 2203 (Weight: 2)
10 - 2931 (Weight: 2)
10 - 3332 (Weight: 2)
12 - 2657 (Weight: 2)
15 - 452 (Weight: 2)
15 - 533 (Weight: 2)
15 - 957 (Weight: 2)
16 - 3815 (Weight: 2)
16 - 3818 (Weight: 2)
18 - 1055 (Weight: 2)
18 - 3115 (Weight: 2)
19 - 353 (Weight: 2)
19 - 5290 (Weight: 2)
19 - 5298 (Weight: 2)
20 - 1204 (Weight: 2)
20 - 2147 (Weight: 2)
20 - 3702 (Weight: 2)
20 - 4855 (Weight: 2)
20 - 4983 (Weight: 2)
21 - 698 (Weight: 2)
21 - 844 (Weight: 2)
21 - 1730 (Weight: 2)
21 - 1789 (Weight: 2)
21 - 4023 (Weight: 2)
21 - 4771 (Weight: 2)
21 - 4869 (Weight: 2)
21 - 5280 (Weight: 2)
21 - 5792 (Weight: 2)
22 - 91 (Weight: 2)
22 - 121 (Weight: 2)
22 - 123 (Weight: 2)
22 - 331 (Weight: 2)
22 - 412 (Weight: 2)
22 - 1052 (Weight: 2)
22 - 1153 (Weight: 2)
22 - 1332 (Weight: 2)
22 - 1391 (Weight: 2)
22 - 1668 (Weight: 2)
22 - 2079 (Weight: 2)
22 - 2080 (Weight: 2)
22 - 2896 (Weight: 2)
22 - 3655 (Weight: 2)
22 - 3658 (Weight: 2)
22 - 3660 (Weight: 2)
22 - 3662 (Weight: 2)
22 - 3666 (Weight: 2)
22 - 3673 (Weight: 2)
22 - 3677 (Weight: 2)
22 - 3691 (Weight: 2)
22 - 3704 (Weight: 2)
22 - 3716 (Weight: 2)
22 - 3730 (Weight: 2)
22 - 3736 (Weight: 2)
24 - 351 (Weight: 2)
24 - 798 (Weight: 2)
24 - 2174 (Weight: 2)
24 - 2710 (Weight: 2)
24 - 3315 (Weight: 2)
24 - 3335 (Weight: 2)
24 - 5548 (Weight: 2)
24 - 5568 (Weight: 2)
24 - 5616 (Weight: 2)
24 - 5618 (Weight: 2)
24 - 5621 (Weight: 2)
26 - 127 (Weight: 2)
26 - 1162 (Weight: 2)
26 - 1406 (Weight: 2)
26 - 1585 (Weight: 2)
26 - 3204 (Weight: 2)
26 - 3209 (Weight: 2)
26 - 3233 (Weight: 2)
27 - 4554 (Weight: 2)
27 - 4661 (Weight: 2)
27 - 5080 (Weight: 2)
28 - 58 (Weight: 2)
28 - 100 (Weight: 2)
28 - 868 (Weight: 2)
28 - 2188 (Weight: 2)
28 - 2401 (Weight: 2)
28 - 2819 (Weight: 2)
28 - 3904 (Weight: 2)
28 - 4305 (Weight: 2)
28 - 4725 (Weight: 2)
28 - 4934 (Weight: 2)
28 - 4936 (Weight: 2)
28 - 5761 (Weight: 2)
28 - 5771 (Weight: 2)
28 - 5776 (Weight: 2)
31 - 727 (Weight: 2)
31 - 2107 (Weight: 2)
31 - 2677 (Weight: 2)
31 - 5078 (Weight: 2)
31 - 5570 (Weight: 2)
31 - 5571 (Weight: 2)
34 - 646 (Weight: 2)
34 - 2077 (Weight: 2)
38 - 2128 (Weight: 2)
38 - 5683 (Weight: 2)
41 - 506 (Weight: 2)
41 - 635 (Weight: 2)
41 - 639 (Weight: 2)
41 - 668 (Weight: 2)
41 - 671 (Weight: 2)
41 - 684 (Weight: 2)
41 - 688 (Weight: 2)
41 - 699 (Weight: 2)
41 - 722 (Weight: 2)
41 - 723 (Weight: 2)
41 - 747 (Weight: 2)
41 - 770 (Weight: 2)
41 - 788 (Weight: 2)
41 - 800 (Weight: 2)
43 - 2213 (Weight: 2)
43 - 3365 (Weight: 2)
43 - 5332 (Weight: 2)
45 - 4863 (Weight: 2)
47 - 914 (Weight: 2)
47 - 4391 (Weight: 2)
48 - 1040 (Weight: 2)
49 - 5804 (Weight: 2)
50 - 416 (Weight: 2)
51 - 549 (Weight: 2)
51 - 564 (Weight: 2)
51 - 567 (Weight: 2)
51 - 584 (Weight: 2)
51 - 587 (Weight: 2)
51 - 598 (Weight: 2)
51 - 605 (Weight: 2)
51 - 611 (Weight: 2)
51 - 615 (Weight: 2)
52 - 2030 (Weight: 2)
52 - 2410 (Weight: 2)
52 - 2627 (Weight: 2)
52 - 2779 (Weight: 2)
52 - 4721 (Weight: 2)
52 - 5294 (Weight: 2)
52 - 5539 (Weight: 2)
53 - 820 (Weight: 2)
54 - 3043 (Weight: 2)
54 - 4138 (Weight: 2)
54 - 5350 (Weight: 2)
56 - 826 (Weight: 2)
56 - 1206 (Weight: 2)
56 - 4378 (Weight: 2)
56 - 5086 (Weight: 2)
57 - 5691 (Weight: 2)
58 - 5343 (Weight: 2)
59 - 3364 (Weight: 2)
59 - 3926 (Weight: 2)
60 - 313 (Weight: 2)
60 - 733 (Weight: 2)
60 - 1513 (Weight: 2)
60 - 2544 (Weight: 2)
60 - 2553 (Weight: 2)
60 - 3668 (Weight: 2)
60 - 3681 (Weight: 2)
60 - 3956 (Weight: 2)
60 - 4475 (Weight: 2)
60 - 4494 (Weight: 2)
60 - 4503 (Weight: 2)
61 - 3337 (Weight: 2)
62 - 3023 (Weight: 2)
62 - 4073 (Weight: 2)
62 - 5337 (Weight: 2)
62 - 5385 (Weight: 2)
62 - 5786 (Weight: 2)
63 - 580 (Weight: 2)
63 - 1965 (Weight: 2)
63 - 4500 (Weight: 2)
63 - 4878 (Weight: 2)
63 - 4891 (Weight: 2)
64 - 818 (Weight: 2)
64 - 2250 (Weight: 2)
64 - 4258 (Weight: 2)
64 - 4270 (Weight: 2)
64 - 4274 (Weight: 2)
65 - 1564 (Weight: 2)
65 - 2237 (Weight: 2)
68 - 3252 (Weight: 2)
70 - 6455 (Weight: 2)
76 - 2138 (Weight: 2)
76 - 6416 (Weight: 2)
76 - 6418 (Weight: 2)
76 - 6420 (Weight: 2)
77 - 5667 (Weight: 2)
85 - 5079 (Weight: 2)
86 - 2595 (Weight: 2)
86 - 3684 (Weight: 2)
86 - 4397 (Weight: 2)
86 - 4461 (Weight: 2)
86 - 4462 (Weight: 2)
92 - 4938 (Weight: 2)
93 - 418 (Weight: 2)
110 - 3308 (Weight: 2)
117 - 1974 (Weight: 2)
118 - 1047 (Weight: 2)
119 - 4420 (Weight: 2)
129 - 4209 (Weight: 2)
129 - 4212 (Weight: 2)
131 - 1747 (Weight: 2)
131 - 3748 (Weight: 2)
148 - 3244 (Weight: 2)
153 - 653 (Weight: 2)
155 - 3987 (Weight: 2)
164 - 4872 (Weight: 2)
172 - 2637 (Weight: 2)
180 - 1317 (Weight: 2)
180 - 3458 (Weight: 2)
186 - 5688 (Weight: 2)
199 - 5061 (Weight: 2)
216 - 1872 (Weight: 2)
216 - 5295 (Weight: 2)
219 - 857 (Weight: 2)
233 - 630 (Weight: 2)
241 - 5941 (Weight: 2)
246 - 5861 (Weight: 2)
247 - 2482 (Weight: 2)
248 - 972 (Weight: 2)
248 - 2920 (Weight: 2)
248 - 3477 (Weight: 2)
257 - 1032 (Weight: 2)
257 - 1821 (Weight: 2)
280 - 1032 (Weight: 2)
303 - 394 (Weight: 2)
315 - 1032 (Weight: 2)
381 - 477 (Weight: 2)
381 - 502 (Weight: 2)
381 - 505 (Weight: 2)
381 - 511 (Weight: 2)
381 - 516 (Weight: 2)
381 - 526 (Weight: 2)
381 - 529 (Weight: 2)
384 - 4057 (Weight: 2)
384 - 4072 (Weight: 2)
384 - 4076 (Weight: 2)
384 - 4079 (Weight: 2)
384 - 4084 (Weight: 2)
388 - 483 (Weight: 2)
390 - 391 (Weight: 2)
391 - 5300 (Weight: 2)
393 - 531 (Weight: 2)
393 - 3473 (Weight: 2)
393 - 4722 (Weight: 2)
393 - 6404 (Weight: 2)
394 - 908 (Weight: 2)
394 - 3319 (Weight: 2)
394 - 3320 (Weight: 2)
410 - 509 (Weight: 2)
413 - 467 (Weight: 2)
417 - 1311 (Weight: 2)
423 - 2549 (Weight: 2)
423 - 2559 (Weight: 2)
437 - 5471 (Weight: 2)
438 - 2298 (Weight: 2)
438 - 3620 (Weight: 2)
438 - 5120 (Weight: 2)
438 - 5122 (Weight: 2)
441 - 462 (Weight: 2)
441 - 463 (Weight: 2)
450 - 3751 (Weight: 2)
450 - 6394 (Weight: 2)
456 - 964 (Weight: 2)
456 - 2332 (Weight: 2)
456 - 2340 (Weight: 2)
456 - 2346 (Weight: 2)
456 - 2360 (Weight: 2)
469 - 862 (Weight: 2)
469 - 896 (Weight: 2)
469 - 2228 (Weight: 2)
472 - 474 (Weight: 2)
475 - 2185 (Weight: 2)
475 - 2192 (Weight: 2)
475 - 2200 (Weight: 2)
475 - 2255 (Weight: 2)
475 - 2257 (Weight: 2)
475 - 2268 (Weight: 2)
476 - 2313 (Weight: 2)
476 - 2498 (Weight: 2)
476 - 2531 (Weight: 2)
476 - 2532 (Weight: 2)
476 - 2536 (Weight: 2)
