Kruskal's Minimum Spanning Tree:
246 - 6297 (Weight: 3)
248 - 4914 (Weight: 3)
248 - 4916 (Weight: 3)
248 - 4918 (Weight: 3)
365 - 2610 (Weight: 3)
381 - 413 (Weight: 3)
381 - 517 (Weight: 3)
381 - 522 (Weight: 3)
381 - 532 (Weight: 3)
384 - 579 (Weight: 3)
384 - 4071 (Weight: 3)
384 - 4074 (Weight: 3)
384 - 4085 (Weight: 3)
388 - 478 (Weight: 3)
388 - 480 (Weight: 3)
391 - 513 (Weight: 3)
393 - 514 (Weight: 3)
393 - 625 (Weight: 3)
406 - 407 (Weight: 3)
408 - 409 (Weight: 3)
416 - 3140 (Weight: 3)
423 - 933 (Weight: 3)
433 - 434 (Weight: 3)
438 - 4442 (Weight: 3)
438 - 4943 (Weight: 3)
438 - 4955 (Weight: 3)
438 - 5098 (Weight: 3)
438 - 5115 (Weight: 3)
439 - 4283 (Weight: 3)
440 - 441 (Weight: 3)
441 - 460 (Weight: 3)
441 - 466 (Weight: 3)
449 - 904 (Weight: 3)
450 - 5975 (Weight: 3)
456 - 814 (Weight: 3)
456 - 967 (Weight: 3)
456 - 2338 (Weight: 3)
456 - 2342 (Weight: 3)
456 - 2349 (Weight: 3)
456 - 2355 (Weight: 3)
456 - 2367 (Weight: 3)
456 - 2380 (Weight: 3)
468 - 471 (Weight: 3)
475 - 941 (Weight: 3)
475 - 2207 (Weight: 3)
475 - 2229 (Weight: 3)
475 - 2254 (Weight: 3)
475 - 2264 (Weight: 3)
475 - 2265 (Weight: 3)
476 - 2496 (Weight: 3)
476 - 2518 (Weight: 3)
476 - 2541 (Weight: 3)
489 - 493 (Weight: 3)
489 - 495 (Weight: 3)
490 - 905 (Weight: 3)
490 - 3380 (Weight: 3)
503 - 915 (Weight: 3)
510 - 960 (Weight: 3)
518 - 558 (Weight: 3)
522 - 558 (Weight: 3)
534 - 537 (Weight: 3)
535 - 3095 (Weight: 3)
536 - 561 (Weight: 3)
536 - 4948 (Weight: 3)
536 - 4951 (Weight: 3)
538 - 3469 (Weight: 3)
539 - 3550 (Weight: 3)
539 - 5167 (Weight: 3)
539 - 5168 (Weight: 3)
540 - 4441 (Weight: 3)
540 - 4443 (Weight: 3)
540 - 4446 (Weight: 3)
540 - 4451 (Weight: 3)
546 - 548 (Weight: 3)
550 - 2988 (Weight: 3)
550 - 3051 (Weight: 3)
550 - 4144 (Weight: 3)
550 - 4178 (Weight: 3)
550 - 4361 (Weight: 3)
550 - 4912 (Weight: 3)
550 - 5335 (Weight: 3)
551 - 3271 (Weight: 3)
551 - 3284 (Weight: 3)
551 - 3285 (Weight: 3)
552 - 3047 (Weight: 3)
579 - 2407 (Weight: 3)
579 - 2693 (Weight: 3)
629 - 4427 (Weight: 3)
629 - 6062 (Weight: 3)
631 - 3546 (Weight: 3)
631 - 3622 (Weight: 3)
631 - 3628 (Weight: 3)
653 - 683 (Weight: 3)
653 - 1883 (Weight: 3)
653 - 4873 (Weight: 3)
662 - 830 (Weight: 3)
663 - 3529 (Weight: 3)
663 - 5698 (Weight: 3)
663 - 6440 (Weight: 3)
722 - 5052 (Weight: 3)
737 - 2600 (Weight: 3)
801 - 2563 (Weight: 3)
801 - 4785 (Weight: 3)
801 - 4799 (Weight: 3)
801 - 4802 (Weight: 3)
801 - 4821 (Weight: 3)
803 - 1032 (Weight: 3)
817 - 3800 (Weight: 3)
819 - 2485 (Weight: 3)
819 - 4519 (Weight: 3)
820 - 3199 (Weight: 3)
820 - 3467 (Weight: 3)
820 - 5595 (Weight: 3)
834 - 923 (Weight: 3)
836 - 991 (Weight: 3)
842 - 843 (Weight: 3)
843 - 1003 (Weight: 3)
843 - 1006 (Weight: 3)
843 - 1025 (Weight: 3)
844 - 1537 (Weight: 3)
845 - 992 (Weight: 3)
845 - 5826 (Weight: 3)
847 - 5064 (Weight: 3)
847 - 5658 (Weight: 3)
856 - 4333 (Weight: 3)
856 - 4341 (Weight: 3)
857 - 1481 (Weight: 3)
857 - 5349 (Weight: 3)
859 - 978 (Weight: 3)
859 - 985 (Weight: 3)
860 - 3402 (Weight: 3)
861 - 2182 (Weight: 3)
861 - 2261 (Weight: 3)
861 - 3344 (Weight: 3)
867 - 2196 (Weight: 3)
868 - 2227 (Weight: 3)
868 - 5505 (Weight: 3)
868 - 6215 (Weight: 3)
876 - 901 (Weight: 3)
876 - 6370 (Weight: 3)
892 - 3004 (Weight: 3)
892 - 3013 (Weight: 3)
892 - 3018 (Weight: 3)
892 - 3029 (Weight: 3)
900 - 3038 (Weight: 3)
900 - 3042 (Weight: 3)
901 - 2231 (Weight: 3)
901 - 4140 (Weight: 3)
901 - 5410 (Weight: 3)
902 - 2979 (Weight: 3)
902 - 4309 (Weight: 3)
902 - 4310 (Weight: 3)
903 - 3395 (Weight: 3)
903 - 4045 (Weight: 3)
903 - 4046 (Weight: 3)
922 - 5278 (Weight: 3)
926 - 1337 (Weight: 3)
930 - 4965 (Weight: 3)
938 - 4641 (Weight: 3)
943 - 5747 (Weight: 3)
972 - 4342 (Weight: 3)
995 - 2982 (Weight: 3)
995 - 2989 (Weight: 3)
1000 - 3123 (Weight: 3)
1000 - 3124 (Weight: 3)
1000 - 3126 (Weight: 3)
1008 - 2449 (Weight: 3)
1015 - 3808 (Weight: 3)
1019 - 1050 (Weight: 3)
1032 - 1142 (Weight: 3)
1032 - 1909 (Weight: 3)
1032 - 2056 (Weight: 3)
1032 - 2074 (Weight: 3)
1032 - 2164 (Weight: 3)
1032 - 3470 (Weight: 3)
1032 - 3701 (Weight: 3)
1032 - 4604 (Weight: 3)
1032 - 4899 (Weight: 3)
1032 - 5094 (Weight: 3)
1032 - 5309 (Weight: 3)
1032 - 5719 (Weight: 3)
1032 - 5720 (Weight: 3)
1032 - 5731 (Weight: 3)
1032 - 5739 (Weight: 3)
1040 - 3988 (Weight: 3)
1045 - 3822 (Weight: 3)
1045 - 3827 (Weight: 3)
1050 - 2435 (Weight: 3)
1050 - 4734 (Weight: 3)
1050 - 4737 (Weight: 3)
1083 - 6037 (Weight: 3)
1091 - 2453 (Weight: 3)
1092 - 2436 (Weight: 3)
1102 - 5668 (Weight: 3)
1103 - 5976 (Weight: 3)
1104 - 1907 (Weight: 3)
1108 - 5242 (Weight: 3)
1108 - 5260 (Weight: 3)
1108 - 5272 (Weight: 3)
1112 - 3388 (Weight: 3)
1112 - 4233 (Weight: 3)
1112 - 4236 (Weight: 3)
1117 - 4155 (Weight: 3)
1117 - 4285 (Weight: 3)
1117 - 5502 (Weight: 3)
1118 - 5454 (Weight: 3)
1196 - 5026 (Weight: 3)
1273 - 5563 (Weight: 3)
1277 - 2910 (Weight: 3)
1284 - 4714 (Weight: 3)
1285 - 4406 (Weight: 3)
1288 - 3455 (Weight: 3)
1295 - 6104 (Weight: 3)
1309 - 3506 (Weight: 3)
1311 - 2320 (Weight: 3)
1316 - 3953 (Weight: 3)
1326 - 5311 (Weight: 3)
1338 - 1895 (Weight: 3)
1339 - 3823 (Weight: 3)
1346 - 5641 (Weight: 3)
1346 - 5644 (Weight: 3)
1356 - 3106 (Weight: 3)
1361 - 6158 (Weight: 3)
1362 - 5758 (Weight: 3)
1374 - 1960 (Weight: 3)
1374 - 4858 (Weight: 3)
1384 - 6245 (Weight: 3)
1384 - 6292 (Weight: 3)
1401 - 3844 (Weight: 3)
1403 - 5607 (Weight: 3)
1418 - 4995 (Weight: 3)
1418 - 5002 (Weight: 3)
1418 - 5010 (Weight: 3)
1418 - 5014 (Weight: 3)
1418 - 5019 (Weight: 3)
1424 - 3964 (Weight: 3)
1424 - 4767 (Weight: 3)
1447 - 4520 (Weight: 3)
1490 - 4772 (Weight: 3)
1500 - 3935 (Weight: 3)
1543 - 5054 (Weight: 3)
1556 - 4112 (Weight: 3)
1558 - 4194 (Weight: 3)
1558 - 5931 (Weight: 3)
1558 - 6280 (Weight: 3)
1562 - 6252 (Weight: 3)
1573 - 4223 (Weight: 3)
1573 - 5935 (Weight: 3)
1574 - 5215 (Weight: 3)
1576 - 5777 (Weight: 3)
1600 - 3450 (Weight: 3)
1720 - 4432 (Weight: 3)
1720 - 5252 (Weight: 3)
1729 - 6058 (Weight: 3)
1764 - 6174 (Weight: 3)
2144 - 3780 (Weight: 3)
2181 - 3159 (Weight: 3)
2181 - 3351 (Weight: 3)
2181 - 3356 (Weight: 3)
2183 - 4053 (Weight: 3)
2183 - 4068 (Weight: 3)
2183 - 4078 (Weight: 3)
2183 - 4158 (Weight: 3)
2183 - 4162 (Weight: 3)
2184 - 6211 (Weight: 3)
2187 - 5423 (Weight: 3)
2190 - 2469 (Weight: 3)
2190 - 2484 (Weight: 3)
2194 - 5380 (Weight: 3)
2195 - 3306 (Weight: 3)
2199 - 3380 (Weight: 3)
2202 - 4256 (Weight: 3)
2202 - 4258 (Weight: 3)
2202 - 5886 (Weight: 3)
2206 - 2937 (Weight: 3)
2206 - 2942 (Weight: 3)
2206 - 2943 (Weight: 3)
2206 - 2946 (Weight: 3)
2206 - 2954 (Weight: 3)
2206 - 2955 (Weight: 3)
2206 - 2956 (Weight: 3)
2218 - 3066 (Weight: 3)
2220 - 2976 (Weight: 3)
2268 - 4324 (Weight: 3)
2268 - 4330 (Weight: 3)
2401 - 3119 (Weight: 3)
2405 - 3086 (Weight: 3)
2407 - 3419 (Weight: 3)
2407 - 3421 (Weight: 3)
2458 - 5837 (Weight: 3)
2491 - 2526 (Weight: 3)
2491 - 2528 (Weight: 3)
2491 - 3848 (Weight: 3)
2491 - 3849 (Weight: 3)
2491 - 3861 (Weight: 3)
2491 - 3862 (Weight: 3)
2491 - 3867 (Weight: 3)
2563 - 2564 (Weight: 3)
2565 - 3767 (Weight: 3)
2589 - 6046 (Weight: 3)
2590 - 4929 (Weight: 3)
2593 - 6257 (Weight: 3)
2604 - 5593 (Weight: 3)
2610 - 4798 (Weight: 3)
2610 - 4827 (Weight: 3)
2610 - 5200 (Weight: 3)
2610 - 5201 (Weight: 3)
2617 - 3309 (Weight: 3)
2633 - 3995 (Weight: 3)
2635 - 3757 (Weight: 3)
2637 - 4058 (Weight: 3)
2657 - 5234 (Weight: 3)
2692 - 5325 (Weight: 3)
2694 - 5175 (Weight: 3)
2695 - 5760 (Weight: 3)
2741 - 4547 (Weight: 3)
2964 - 3941 (Weight: 3)
2974 - 4349 (Weight: 3)
2981 - 3251 (Weight: 3)
3024 - 3044 (Weight: 3)
3028 - 6464 (Weight: 3)
3050 - 5582 (Weight: 3)
3058 - 3810 (Weight: 3)
3058 - 3912 (Weight: 3)
3058 - 5927 (Weight: 3)
3058 - 5933 (Weight: 3)
3058 - 6233 (Weight: 3)
3062 - 3487 (Weight: 3)
3063 - 6222 (Weight: 3)
3093 - 3118 (Weight: 3)
3102 - 3104 (Weight: 3)
3166 - 3819 (Weight: 3)
3194 - 3771 (Weight: 3)
3251 - 4227 (Weight: 3)
3251 - 6284 (Weight: 3)
3252 - 5518 (Weight: 3)
3252 - 5520 (Weight: 3)
3255 - 5465 (Weight: 3)
3258 - 6203 (Weight: 3)
3260 - 6180 (Weight: 3)
3266 - 3277 (Weight: 3)
3266 - 5956 (Weight: 3)
3270 - 5388 (Weight: 3)
3279 - 3398 (Weight: 3)
3279 - 5508 (Weight: 3)
3318 - 4476 (Weight: 3)
3341 - 3342 (Weight: 3)
3350 - 4131 (Weight: 3)
3359 - 4357 (Weight: 3)
3367 - 5308 (Weight: 3)
3379 - 3383 (Weight: 3)
3380 - 5526 (Weight: 3)
3380 - 6288 (Weight: 3)
3399 - 5762 (Weight: 3)
3435 - 6269 (Weight: 3)
3435 - 6378 (Weight: 3)
3443 - 4350 (Weight: 3)
3469 - 4573 (Weight: 3)
3485 - 4295 (Weight: 3)
3486 - 4316 (Weight: 3)
3486 - 5436 (Weight: 3)
3498 - 3499 (Weight: 3)
3531 - 4036 (Weight: 3)
3534 - 3584 (Weight: 3)
3537 - 3564 (Weight: 3)
3543 - 5172 (Weight: 3)
3548 - 3596 (Weight: 3)
3621 - 5217 (Weight: 3)
3646 - 4170 (Weight: 3)
3646 - 5391 (Weight: 3)
3646 - 5395 (Weight: 3)
3652 - 5256 (Weight: 3)
3656 - 5657 (Weight: 3)
3750 - 3751 (Weight: 3)
3774 - 3775 (Weight: 3)
3779 - 3900 (Weight: 3)
3780 - 4097 (Weight: 3)
3795 - 3796 (Weight: 3)
3796 - 4290 (Weight: 3)
3796 - 5849 (Weight: 3)
3808 - 5803 (Weight: 3)
3845 - 6124 (Weight: 3)
3893 - 6156 (Weight: 3)
3895 - 5207 (Weight: 3)
3895 - 5211 (Weight: 3)
3899 - 4184 (Weight: 3)
3899 - 4187 (Weight: 3)
3900 - 3903 (Weight: 3)
3900 - 3910 (Weight: 3)
3900 - 3915 (Weight: 3)
3900 - 3919 (Weight: 3)
3922 - 6327 (Weight: 3)
3932 - 6314 (Weight: 3)
3969 - 4118 (Weight: 3)
3969 - 4123 (Weight: 3)
3969 - 4129 (Weight: 3)
4069 - 4262 (Weight: 3)
4171 - 4176 (Weight: 3)
4179 - 4365 (Weight: 3)
4179 - 4371 (Weight: 3)
4190 - 4192 (Weight: 3)
4190 - 4197 (Weight: 3)
4190 - 4198 (Weight: 3)
4213 - 6180 (Weight: 3)
4223 - 4331 (Weight: 3)
4289 - 4290 (Weight: 3)
4301 - 5448 (Weight: 3)
4301 - 5522 (Weight: 3)
4322 - 5414 (Weight: 3)
4334 - 6192 (Weight: 3)
4362 - 5376 (Weight: 3)
4362 - 6347 (Weight: 3)
4403 - 5749 (Weight: 3)
4435 - 6111 (Weight: 3)
4450 - 5143 (Weight: 3)
4474 - 6442 (Weight: 3)
4546 - 5984 (Weight: 3)
4547 - 5912 (Weight: 3)
4549 - 5527 (Weight: 3)
4549 - 5530 (Weight: 3)
4572 - 5145 (Weight: 3)
4572 - 5146 (Weight: 3)
4608 - 5193 (Weight: 3)
4745 - 4775 (Weight: 3)
4771 - 5281 (Weight: 3)
4783 - 5144 (Weight: 3)
4804 - 5301 (Weight: 3)
4850 - 4852 (Weight: 3)
4901 - 5704 (Weight: 3)
4901 - 5710 (Weight: 3)
4917 - 6263 (Weight: 3)
4917 - 6264 (Weight: 3)
4950 - 5108 (Weight: 3)
4988 - 5004 (Weight: 3)
4988 - 6450 (Weight: 3)
5060 - 5174 (Weight: 3)
5123 - 5189 (Weight: 3)
5280 - 6146 (Weight: 3)
5348 - 6461 (Weight: 3)
5378 - 5858 (Weight: 3)
5408 - 6343 (Weight: 3)
5414 - 5439 (Weight: 3)
5417 - 6247 (Weight: 3)
5425 - 5896 (Weight: 3)
5449 - 6377 (Weight: 3)
5456 - 6299 (Weight: 3)
5580 - 5970 (Weight: 3)
5684 - 5756 (Weight: 3)
5894 - 6466 (Weight: 3)
5979 - 6436 (Weight: 3)
5988 - 6148 (Weight: 3)
6111 - 6139 (Weight: 3)
6134 - 6388 (Weight: 3)
6200 - 6249 (Weight: 3)
0 - 55 (Weight: 4)
0 - 73 (Weight: 4)
0 - 95 (Weight: 4)
0 - 97 (Weight: 4)
0 - 122 (Weight: 4)
0 - 159 (Weight: 4)
0 - 166 (Weight: 4)
0 - 168 (Weight: 4)
0 - 177 (Weight: 4)
0 - 203 (Weight: 4)
0 - 236 (Weight: 4)
0 - 262 (Weight: 4)
0 - 277 (Weight: 4)
0 - 284 (Weight: 4)
0 - 304 (Weight: 4)
0 - 305 (Weight: 4)
0 - 323 (Weight: 4)
0 - 329 (Weight: 4)
0 - 343 (Weight: 4)
0 - 349 (Weight: 4)
0 - 371 (Weight: 4)
1 - 126 (Weight: 4)
1 - 135 (Weight: 4)
1 - 150 (Weight: 4)
1 - 190 (Weight: 4)
1 - 294 (Weight: 4)
1 - 348 (Weight: 4)
1 - 434 (Weight: 4)
1 - 441 (Weight: 4)
1 - 454 (Weight: 4)
1 - 481 (Weight: 4)
1 - 624 (Weight: 4)
1 - 736 (Weight: 4)
1 - 786 (Weight: 4)
1 - 1062 (Weight: 4)
1 - 1064 (Weight: 4)
1 - 1071 (Weight: 4)
1 - 1076 (Weight: 4)
1 - 1084 (Weight: 4)
1 - 1099 (Weight: 4)
1 - 1132 (Weight: 4)
1 - 1134 (Weight: 4)
1 - 1168 (Weight: 4)
1 - 1177 (Weight: 4)
1 - 1189 (Weight: 4)
1 - 1192 (Weight: 4)
1 - 1199 (Weight: 4)
1 - 1201 (Weight: 4)
1 - 1211 (Weight: 4)
1 - 1213 (Weight: 4)
1 - 1224 (Weight: 4)
1 - 1254 (Weight: 4)
1 - 1270 (Weight: 4)
1 - 1281 (Weight: 4)
1 - 1297 (Weight: 4)
1 - 1302 (Weight: 4)
1 - 1323 (Weight: 4)
1 - 1345 (Weight: 4)
1 - 1357 (Weight: 4)
1 - 1358 (Weight: 4)
1 - 1364 (Weight: 4)
1 - 1389 (Weight: 4)
1 - 1493 (Weight: 4)
1 - 1494 (Weight: 4)
1 - 1499 (Weight: 4)
1 - 1514 (Weight: 4)
1 - 1517 (Weight: 4)
1 - 1538 (Weight: 4)
1 - 1557 (Weight: 4)
1 - 1563 (Weight: 4)
1 - 1587 (Weight: 4)
1 - 1593 (Weight: 4)
1 - 1613 (Weight: 4)
1 - 1618 (Weight: 4)
1 - 1628 (Weight: 4)
1 - 1653 (Weight: 4)
1 - 1670 (Weight: 4)
1 - 1703 (Weight: 4)
1 - 1704 (Weight: 4)
1 - 1734 (Weight: 4)
1 - 1758 (Weight: 4)
1 - 1773 (Weight: 4)
1 - 1792 (Weight: 4)
1 - 1819 (Weight: 4)
1 - 1823 (Weight: 4)
1 - 1824 (Weight: 4)
1 - 1848 (Weight: 4)
1 - 1863 (Weight: 4)
1 - 1914 (Weight: 4)
1 - 1922 (Weight: 4)
1 - 1954 (Weight: 4)
1 - 1960 (Weight: 4)
1 - 1969 (Weight: 4)
1 - 1979 (Weight: 4)
1 - 1986 (Weight: 4)
1 - 1987 (Weight: 4)
1 - 1993 (Weight: 4)
1 - 2034 (Weight: 4)
1 - 2059 (Weight: 4)
1 - 2068 (Weight: 4)
1 - 2091 (Weight: 4)
1 - 2098 (Weight: 4)
1 - 2101 (Weight: 4)
1 - 2104 (Weight: 4)
1 - 2133 (Weight: 4)
1 - 2137 (Weight: 4)
1 - 2146 (Weight: 4)
2 - 721 (Weight: 4)
2 - 831 (Weight: 4)
2 - 1466 (Weight: 4)
2 - 2318 (Weight: 4)
2 - 3527 (Weight: 4)
2 - 3683 (Weight: 4)
2 - 3968 (Weight: 4)
2 - 3975 (Weight: 4)
2 - 3990 (Weight: 4)
2 - 4005 (Weight: 4)
2 - 4019 (Weight: 4)
2 - 4022 (Weight: 4)
3 - 926 (Weight: 4)
3 - 1859 (Weight: 4)
4 - 885 (Weight: 4)
5 - 426 (Weight: 4)
5 - 435 (Weight: 4)
5 - 906 (Weight: 4)
5 - 911 (Weight: 4)
5 - 918 (Weight: 4)
5 - 942 (Weight: 4)
6 - 432 (Weight: 4)
6 - 712 (Weight: 4)
6 - 742 (Weight: 4)
6 - 1164 (Weight: 4)
6 - 1467 (Weight: 4)
6 - 1539 (Weight: 4)
6 - 1799 (Weight: 4)
6 - 1837 (Weight: 4)
6 - 1875 (Weight: 4)
6 - 2019 (Weight: 4)
6 - 2576 (Weight: 4)
6 - 2665 (Weight: 4)
6 - 2752 (Weight: 4)
6 - 2772 (Weight: 4)
6 - 2804 (Weight: 4)
6 - 2898 (Weight: 4)
6 - 3700 (Weight: 4)
6 - 3705 (Weight: 4)
6 - 3837 (Weight: 4)
6 - 3965 (Weight: 4)
6 - 4402 (Weight: 4)
6 - 4485 (Weight: 4)
6 - 4509 (Weight: 4)
6 - 4542 (Weight: 4)
6 - 4595 (Weight: 4)
6 - 4599 (Weight: 4)
6 - 4607 (Weight: 4)
6 - 4625 (Weight: 4)
6 - 4637 (Weight: 4)
6 - 4639 (Weight: 4)
6 - 4651 (Weight: 4)
6 - 4675 (Weight: 4)
6 - 4677 (Weight: 4)
6 - 4682 (Weight: 4)
6 - 4713 (Weight: 4)
7 - 560 (Weight: 4)
7 - 735 (Weight: 4)
7 - 1666 (Weight: 4)
7 - 1890 (Weight: 4)
7 - 1933 (Weight: 4)
7 - 2643 (Weight: 4)
7 - 2807 (Weight: 4)
7 - 3116 (Weight: 4)
7 - 4229 (Weight: 4)
7 - 4522 (Weight: 4)
7 - 4536 (Weight: 4)
7 - 4626 (Weight: 4)
7 - 4656 (Weight: 4)
7 - 4939 (Weight: 4)
7 - 5617 (Weight: 4)
7 - 6027 (Weight: 4)
8 - 3538 (Weight: 4)
8 - 3549 (Weight: 4)
8 - 3550 (Weight: 4)
8 - 3568 (Weight: 4)
8 - 3574 (Weight: 4)
9 - 602 (Weight: 4)
9 - 612 (Weight: 4)
9 - 1156 (Weight: 4)
9 - 1174 (Weight: 4)
9 - 1217 (Weight: 4)
9 - 1253 (Weight: 4)
9 - 1286 (Weight: 4)
9 - 1774 (Weight: 4)
9 - 1813 (Weight: 4)
9 - 1871 (Weight: 4)
9 - 1900 (Weight: 4)
9 - 1980 (Weight: 4)
9 - 1985 (Weight: 4)
9 - 1996 (Weight: 4)
9 - 2002 (Weight: 4)
9 - 2153 (Weight: 4)
9 - 2631 (Weight: 4)
9 - 2635 (Weight: 4)
9 - 2654 (Weight: 4)
9 - 2656 (Weight: 4)
9 - 2663 (Weight: 4)
9 - 2675 (Weight: 4)
9 - 2676 (Weight: 4)
9 - 2680 (Weight: 4)
9 - 2687 (Weight: 4)
9 - 2703 (Weight: 4)
9 - 2716 (Weight: 4)
9 - 2755 (Weight: 4)
9 - 2759 (Weight: 4)
9 - 2769 (Weight: 4)
9 - 2777 (Weight: 4)
9 - 2786 (Weight: 4)
9 - 2798 (Weight: 4)
9 - 2818 (Weight: 4)
9 - 2823 (Weight: 4)
9 - 2873 (Weight: 4)
9 - 2893 (Weight: 4)
9 - 2914 (Weight: 4)
12 - 1396 (Weight: 4)
15 - 451 (Weight: 4)
15 - 986 (Weight: 4)
15 - 2325 (Weight: 4)
15 - 5655 (Weight: 4)
18 - 3109 (Weight: 4)
18 - 3114 (Weight: 4)
19 - 5297 (Weight: 4)
20 - 4971 (Weight: 4)
20 - 4976 (Weight: 4)
21 - 1732 (Weight: 4)
21 - 2396 (Weight: 4)
21 - 4894 (Weight: 4)
21 - 5062 (Weight: 4)
21 - 5718 (Weight: 4)
21 - 5791 (Weight: 4)
21 - 5793 (Weight: 4)
21 - 5800 (Weight: 4)
22 - 1502 (Weight: 4)
22 - 1700 (Weight: 4)
22 - 1756 (Weight: 4)
22 - 1861 (Weight: 4)
22 - 1945 (Weight: 4)
22 - 2121 (Weight: 4)
22 - 2126 (Weight: 4)
22 - 2615 (Weight: 4)
22 - 2640 (Weight: 4)
22 - 2868 (Weight: 4)
22 - 3648 (Weight: 4)
22 - 3674 (Weight: 4)
22 - 3694 (Weight: 4)
22 - 3696 (Weight: 4)
22 - 3698 (Weight: 4)
22 - 3703 (Weight: 4)
22 - 3719 (Weight: 4)
22 - 3723 (Weight: 4)
22 - 3732 (Weight: 4)
22 - 3735 (Weight: 4)
24 - 672 (Weight: 4)
24 - 2760 (Weight: 4)
24 - 4399 (Weight: 4)
24 - 5620 (Weight: 4)
24 - 5624 (Weight: 4)
26 - 230 (Weight: 4)
26 - 794 (Weight: 4)
26 - 1386 (Weight: 4)
26 - 1678 (Weight: 4)
26 - 2598 (Weight: 4)
26 - 3201 (Weight: 4)
26 - 3221 (Weight: 4)
26 - 3232 (Weight: 4)
26 - 3236 (Weight: 4)
26 - 3237 (Weight: 4)
27 - 5081 (Weight: 4)
27 - 5082 (Weight: 4)
28 - 3526 (Weight: 4)
28 - 3821 (Weight: 4)
28 - 5236 (Weight: 4)
28 - 5766 (Weight: 4)
28 - 5778 (Weight: 4)
31 - 1552 (Weight: 4)
31 - 2850 (Weight: 4)
31 - 4710 (Weight: 4)
31 - 5075 (Weight: 4)
31 - 5572 (Weight: 4)
38 - 4395 (Weight: 4)
41 - 369 (Weight: 4)
41 - 590 (Weight: 4)
41 - 654 (Weight: 4)
41 - 675 (Weight: 4)
41 - 682 (Weight: 4)
41 - 707 (Weight: 4)
41 - 744 (Weight: 4)
41 - 758 (Weight: 4)
41 - 767 (Weight: 4)
41 - 768 (Weight: 4)
41 - 783 (Weight: 4)
41 - 796 (Weight: 4)
41 - 808 (Weight: 4)
47 - 4372 (Weight: 4)
47 - 4373 (Weight: 4)
49 - 5806 (Weight: 4)
51 - 565 (Weight: 4)
51 - 583 (Weight: 4)
51 - 594 (Weight: 4)
52 - 4972 (Weight: 4)
52 - 5541 (Weight: 4)
53 - 824 (Weight: 4)
54 - 3268 (Weight: 4)
54 - 6226 (Weight: 4)
56 - 559 (Weight: 4)
56 - 2659 (Weight: 4)
56 - 5087 (Weight: 4)
56 - 5092 (Weight: 4)
59 - 3355 (Weight: 4)
59 - 3927 (Weight: 4)
60 - 186 (Weight: 4)
60 - 2557 (Weight: 4)
60 - 4486 (Weight: 4)
60 - 4488 (Weight: 4)
60 - 4491 (Weight: 4)
60 - 4493 (Weight: 4)
61 - 2667 (Weight: 4)
61 - 3339 (Weight: 4)
62 - 3077 (Weight: 4)
62 - 3362 (Weight: 4)
62 - 5496 (Weight: 4)
62 - 6197 (Weight: 4)
62 - 6268 (Weight: 4)
62 - 6349 (Weight: 4)
63 - 1596 (Weight: 4)
63 - 4879 (Weight: 4)
63 - 4883 (Weight: 4)
63 - 4884 (Weight: 4)
63 - 4892 (Weight: 4)
64 - 4263 (Weight: 4)
65 - 2468 (Weight: 4)
67 - 3500 (Weight: 4)
67 - 4134 (Weight: 4)
67 - 4147 (Weight: 4)
67 - 4153 (Weight: 4)
70 - 4394 (Weight: 4)
76 - 1413 (Weight: 4)
76 - 6057 (Weight: 4)
76 - 6415 (Weight: 4)
77 - 3738 (Weight: 4)
77 - 6147 (Weight: 4)
77 - 6425 (Weight: 4)
87 - 1402 (Weight: 4)
88 - 5693 (Weight: 4)
90 - 6412 (Weight: 4)
110 - 401 (Weight: 4)
110 - 5971 (Weight: 4)
114 - 2612 (Weight: 4)
117 - 237 (Weight: 4)
117 - 6035 (Weight: 4)
129 - 4208 (Weight: 4)
131 - 1699 (Weight: 4)
131 - 2862 (Weight: 4)
131 - 3741 (Weight: 4)
155 - 653 (Weight: 4)
176 - 1390 (Weight: 4)
180 - 3456 (Weight: 4)
217 - 4379 (Weight: 4)
219 - 2212 (Weight: 4)
246 - 5953 (Weight: 4)
248 - 3960 (Weight: 4)
248 - 4924 (Weight: 4)
256 - 1285 (Weight: 4)
263 - 6046 (Weight: 4)
381 - 504 (Weight: 4)
381 - 510 (Weight: 4)
383 - 487 (Weight: 4)
384 - 4070 (Weight: 4)
384 - 4081 (Weight: 4)
389 - 4844 (Weight: 4)
393 - 3958 (Weight: 4)
420 - 4764 (Weight: 4)
422 - 424 (Weight: 4)
423 - 839 (Weight: 4)
423 - 2558 (Weight: 4)
438 - 5106 (Weight: 4)
438 - 5117 (Weight: 4)
438 - 5118 (Weight: 4)
443 - 3808 (Weight: 4)
450 - 6396 (Weight: 4)
456 - 838 (Weight: 4)
456 - 963 (Weight: 4)
456 - 970 (Weight: 4)
456 - 1804 (Weight: 4)
456 - 2327 (Weight: 4)
456 - 2330 (Weight: 4)
456 - 2344 (Weight: 4)
456 - 2348 (Weight: 4)
456 - 2356 (Weight: 4)
456 - 2359 (Weight: 4)
456 - 2361 (Weight: 4)
456 - 2368 (Weight: 4)
456 - 2376 (Weight: 4)
469 - 2466 (Weight: 4)
475 - 2196 (Weight: 4)
475 - 2214 (Weight: 4)
475 - 2224 (Weight: 4)
475 - 2225 (Weight: 4)
475 - 2242 (Weight: 4)
475 - 2258 (Weight: 4)
475 - 2273 (Weight: 4)
